Time [s],Packet ID,MOSI,MISO
0.685686680000000,36,0x00,0x00
0.685722520000000,37,0x2B,0x8E
0.685757320000000,37,0x00,0x00
0.685790320000000,37,0x00,0x00
0.685823360000000,37,0x00,0x00
0.685856360000000,37,0x00,0x00
0.685901320000000,38,0x2C,0x8E
0.685936120000000,38,0x00,0x00
0.685969120000000,38,0x12,0x00
0.686002120000000,38,0x73,0x00
0.686035120000000,38,0x00,0x00
0.686070960000000,39,0x2D,0x8E
0.686105760000000,39,0x46,0x00
0.686147880000000,39,0xB4,0x00
0.686180880000000,39,0x80,0x00
0.686213880000000,39,0x00,0x00
0.686246720000000,40,0x2E,0x8E
0.686281480000000,40,0x41,0x00
0.686314480000000,40,0x10,0x00
0.686347480000000,40,0x04,0x00
0.686389600000000,40,0x82,0x00
0.686422600000000,40,0x20,0x00
0.686455600000000,40,0x08,0x00
0.686488600000000,40,0x08,0x00
0.686521600000000,40,0xF2,0x00
0.686554600000000,40,0x7D,0x00
0.686587600000000,40,0xEF,0x00
0.686620640000000,40,0xFF,0x00
0.686663800000000,41,0x24,0x8E
0.686698560000000,41,0xC7,0x00
0.686731560000000,41,0x96,0x00
0.686764560000000,41,0x9A,0x00
0.686797600000000,41,0x1B,0x00
0.686832920000000,42,0x24,0x8E
0.686867680000000,42,0xC1,0x00
0.686909800000000,42,0x96,0x00
0.686942800000000,42,0x9A,0x00
0.686975800000000,42,0x1B,0x00
0.739927640000000,43,0x07,0x8E
0.739954040000000,43,0x00,0x8E
0.739985080000000,44,0x50,0x8E
0.740011480000000,44,0x53,0x00
0.740039320000000,45,0xE1,0x0E
0.740065200000000,45,0x00,0x0E
0.740092840000000,46,0x07,0x0E
0.740118720000000,46,0x00,0x0E
0.740147440000000,47,0x27,0x0E
0.740182400000000,47,0x0E,0x00
0.740208440000000,48,0x00,0x0E
0.740234320000000,48,0x00,0x0C
0.740263040000000,49,0x20,0x0E
0.740288920000000,49,0x0C,0x00
0.740316200000000,50,0x20,0x0E
0.740342080000000,50,0x0C,0x00
0.740369360000000,51,0x20,0x0E
0.740395240000000,51,0x0E,0x00
0.743476280000000,52,0xA0,0x0E
0.743508760000000,52,0x00,0x00
0.743539960000000,52,0x00,0x00
0.743571200000000,52,0x00,0x00
0.743602400000000,52,0x00,0x00
0.743633640000000,52,0x00,0x00
0.743673960000000,52,0x00,0x00
0.743705200000000,52,0x00,0x00
0.743736400000000,52,0x00,0x00
0.743767640000000,52,0x00,0x00
0.743798840000000,52,0x00,0x00
0.743830080000000,52,0x00,0x00
0.743861280000000,52,0x00,0x00
0.743892520000000,52,0x00,0x00
0.743932840000000,52,0x00,0x00
0.743964080000000,52,0x00,0x00
0.743995280000000,52,0x00,0x00
3.577152040000000,53,0xA0,0x2E
3.577185040000000,53,0x00,0x00
3.577216240000000,53,0x00,0x00
3.577247480000000,53,0x00,0x00
3.577287800000000,53,0x00,0x00
3.577319000000000,53,0x00,0x00
3.577350200000000,53,0x00,0x00
3.577381440000000,53,0x00,0x00
3.577412640000000,53,0x00,0x00
3.577443840000000,53,0x00,0x00
3.577475080000000,53,0x00,0x00
3.577516800000000,53,0x00,0x00
3.577548040000000,53,0x00,0x00
3.577579240000000,53,0x00,0x00
3.577610480000000,53,0x00,0x00
3.577641680000000,53,0x00,0x00
3.577672920000000,53,0x00,0x00
3.577841120000000,54,0x07,0x2E
3.577867520000000,54,0x00,0x2E
3.577897680000000,55,0x27,0x2E
3.577924080000000,55,0x2E,0x00
3.577964040000000,56,0x25,0x0E
3.577989920000000,56,0x27,0x00
3.578025760000000,57,0xE1,0x2E
3.578052160000000,57,0x00,0x2E
3.578083000000000,58,0xA0,0x2E
3.578116000000000,58,0x00,0x00
3.578147240000000,58,0x00,0x00
3.578178440000000,58,0x00,0x00
3.578209680000000,58,0x00,0x00
3.578240920000000,58,0x40,0x00
3.578281240000000,58,0x40,0x00
3.578312440000000,58,0x40,0x00
3.578343680000000,58,0xE0,0x00
3.578374880000000,58,0xB4,0x00
3.578406120000000,58,0x6E,0x00
3.578437320000000,58,0x00,0x00
3.578468520000000,58,0x00,0x00
3.578508840000000,58,0x00,0x00
3.578540080000000,58,0x00,0x00
3.578571280000000,58,0xD0,0x00
3.578602520000000,58,0x92,0x00
3.581710080000000,59,0x07,0x2E
3.581736480000000,59,0x00,0x2E
3.581775720000000,60,0x27,0x2E
3.581802120000000,60,0x2E,0x00
3.581840680000000,61,0x25,0x0E
3.581866560000000,61,0x27,0x00
3.581893320000000,62,0xE1,0x0E
3.581919160000000,62,0x00,0x0E
3.581949520000000,63,0xA0,0x0E
3.581981960000000,63,0x00,0x00
3.582022280000000,63,0x00,0x00
3.582053520000000,63,0x00,0x00
3.582084760000000,63,0x00,0x00
3.582115960000000,63,0x40,0x00
3.582147200000000,63,0x40,0x00
3.582178440000000,63,0x40,0x00
3.582209640000000,63,0xE0,0x00
3.582240880000000,63,0xB4,0x00
3.582281200000000,63,0x6E,0x00
3.582312400000000,63,0x00,0x00
3.582343640000000,63,0x00,0x00
3.582374840000000,63,0x00,0x00
3.582406080000000,63,0x00,0x00
3.582437280000000,63,0xD0,0x00
3.582468480000000,63,0x92,0x00
3.585677320000000,64,0x07,0x2E
3.585703720000000,64,0x00,0x2E
3.585733840000000,65,0x27,0x2E
3.585769360000000,65,0x2E,0x00
3.585809320000000,66,0x25,0x0E
3.585835200000000,66,0x1B,0x00
3.585861920000000,67,0xE1,0x0E
3.585887800000000,67,0x00,0x0E
3.585918120000000,68,0xA0,0x0E
3.585950600000000,68,0x00,0x00
3.585981800000000,68,0x00,0x00
3.586022120000000,68,0x00,0x00
3.586053320000000,68,0x00,0x00
3.586084560000000,68,0x40,0x00
3.586115760000000,68,0x40,0x00
3.586147000000000,68,0x40,0x00
3.586178200000000,68,0xE0,0x00
3.586209440000000,68,0xB4,0x00
3.586240640000000,68,0x6E,0x00
3.586280960000000,68,0x00,0x00
3.586312160000000,68,0x00,0x00
3.586343400000000,68,0x00,0x00
3.586374600000000,68,0x00,0x00
3.586405840000000,68,0xD0,0x00
3.586437040000000,68,0x92,0x00
3.590621400000000,69,0x27,0x2E
3.590647800000000,69,0x2E,0x00
3.590686320000000,70,0x25,0x0E
3.590712200000000,70,0x1B,0x00
3.590738960000000,71,0xE1,0x0E
3.590773920000000,71,0x00,0x0E
3.590804240000000,72,0xA0,0x0E
3.590836720000000,72,0x00,0x00
3.590867920000000,72,0x00,0x00
3.590899160000000,72,0x00,0x00
3.590930360000000,72,0x00,0x00
3.590961600000000,72,0x40,0x00
3.590992800000000,72,0x40,0x00
3.591033120000000,72,0x40,0x00
3.591064320000000,72,0xE0,0x00
3.591095560000000,72,0xB4,0x00
3.591126760000000,72,0x6E,0x00
3.591158000000000,72,0x00,0x00
3.591189240000000,72,0x00,0x00
3.591220440000000,72,0x00,0x00
3.591260760000000,72,0x00,0x00
3.591292000000000,72,0xD0,0x00
3.591323200000000,72,0x92,0x00
3.593726840000000,73,0x07,0x2E
3.593762360000000,73,0x00,0x2E
3.593792480000000,74,0x27,0x2E
3.593818880000000,74,0x2E,0x00
3.593858840000000,75,0x25,0x0E
3.593884720000000,75,0x39,0x00
3.593911480000000,76,0xE1,0x0E
3.593937360000000,76,0x00,0x0E
3.593967680000000,77,0xA0,0x0E
3.594000160000000,77,0x00,0x00
3.594040480000000,77,0x00,0x00
3.594071720000000,77,0x00,0x00
3.594102960000000,77,0x00,0x00
3.594134160000000,77,0x40,0x00
3.594165400000000,77,0x40,0x00
3.594196600000000,77,0x40,0x00
3.594227840000000,77,0xE0,0x00
3.594268160000000,77,0xB4,0x00
3.594299360000000,77,0x6E,0x00
3.594330600000000,77,0x00,0x00
3.594361840000000,77,0x00,0x00
3.594393040000000,77,0x00,0x00
3.594424280000000,77,0x00,0x00
3.594455480000000,77,0xD0,0x00
3.594486720000000,77,0x92,0x00
3.597661960000000,78,0x07,0x2E
3.597688360000000,78,0x00,0x2E
3.597718520000000,79,0x27,0x2E
3.597744920000000,79,0x2E,0x00
3.597792560000000,80,0x25,0x0E
3.597818440000000,80,0x39,0x00
3.597845200000000,81,0xE1,0x0E
3.597871080000000,81,0x00,0x0E
3.597901400000000,82,0xA0,0x0E
3.597933880000000,82,0x00,0x00
3.597965080000000,82,0x00,0x00
3.597996320000000,82,0x00,0x00
3.598036640000000,82,0x00,0x00
3.598067880000000,82,0x40,0x00
3.598099080000000,82,0x40,0x00
3.598130320000000,82,0x40,0x00
3.598161520000000,82,0xE0,0x00
3.598192760000000,82,0xB4,0x00
3.598224000000000,82,0x6E,0x00
3.598264320000000,82,0x00,0x00
3.598295520000000,82,0x00,0x00
3.598326760000000,82,0x00,0x00
3.598357960000000,82,0x00,0x00
3.598389200000000,82,0xD0,0x00
3.598420440000000,82,0x92,0x00
3.601745800000000,83,0x07,0x2E
3.601781320000000,83,0x00,0x2E
3.601811440000000,84,0x27,0x2E
3.601837840000000,84,0x2E,0x00
3.601877800000000,85,0x25,0x0E
3.601903680000000,85,0x28,0x00
3.601930400000000,86,0xE1,0x0E
3.601956280000000,86,0x00,0x0E
3.601986600000000,87,0xA0,0x0E
3.602028160000000,87,0x00,0x00
3.602059400000000,87,0x00,0x00
3.602090600000000,87,0x00,0x00
3.602121840000000,87,0x00,0x00
3.602153040000000,87,0x40,0x00
3.602184280000000,87,0x40,0x00
3.602215520000000,87,0x40,0x00
3.602246720000000,87,0xE0,0x00
3.602287040000000,87,0xB4,0x00
3.602318280000000,87,0x6E,0x00
3.602349480000000,87,0x00,0x00
3.602380680000000,87,0x00,0x00
3.602411920000000,87,0x00,0x00
3.602443120000000,87,0x00,0x00
3.602474360000000,87,0xD0,0x00
3.602514680000000,87,0x92,0x00
3.605668120000000,88,0x07,0x2E
3.605694480000000,88,0x00,0x2E
3.605724640000000,89,0x27,0x2E
3.605760120000000,89,0x2E,0x00
3.605798640000000,90,0x25,0x0E
3.605824520000000,90,0x28,0x00
3.605851240000000,91,0xE1,0x0E
3.605877120000000,91,0x00,0x0E
3.605907440000000,92,0xA0,0x0E
3.605939920000000,92,0x00,0x00
3.605971120000000,92,0x00,0x00
3.606011440000000,92,0x00,0x00
3.606042640000000,92,0x00,0x00
3.606073880000000,92,0x40,0x00
3.606105080000000,92,0x40,0x00
3.606136320000000,92,0x40,0x00
3.606167520000000,92,0xE0,0x00
3.606198760000000,92,0xB4,0x00
3.606229960000000,92,0x6E,0x00
3.606270280000000,92,0x00,0x00
3.606301480000000,92,0x00,0x00
3.606332720000000,92,0x00,0x00
3.606363920000000,92,0x00,0x00
3.606395160000000,92,0xD0,0x00
3.606426360000000,92,0x92,0x00
3.609644880000000,93,0x07,0x2E
3.609671280000000,93,0x00,0x2E
3.609701440000000,94,0x27,0x2E
3.609727840000000,94,0x2E,0x00
3.609776880000000,95,0x25,0x0E
3.609802760000000,95,0x24,0x00
3.609829520000000,96,0xE1,0x0E
3.609855400000000,96,0x00,0x0E
3.609885720000000,97,0xA0,0x0E
3.609918200000000,97,0x00,0x00
3.609949400000000,97,0x00,0x00
3.609980600000000,97,0x00,0x00
3.610020920000000,97,0x00,0x00
3.610052160000000,97,0x40,0x00
3.610083360000000,97,0x40,0x00
3.610114600000000,97,0x40,0x00
3.610145800000000,97,0xE0,0x00
3.610177040000000,97,0xB4,0x00
3.610208240000000,97,0x6E,0x00
3.610239480000000,97,0x00,0x00
3.610279800000000,97,0x00,0x00
3.610311000000000,97,0x00,0x00
3.610342200000000,97,0x00,0x00
3.610373440000000,97,0xD0,0x00
3.610404680000000,97,0x92,0x00
3.613727320000000,98,0x27,0x2E
3.613762800000000,98,0x2E,0x00
3.613801360000000,99,0x25,0x0E
3.613827200000000,99,0x24,0x00
3.613853960000000,100,0xE1,0x0E
3.613879840000000,100,0x00,0x0E
3.613910160000000,101,0xA0,0x0E
3.613942600000000,101,0x00,0x00
3.613973840000000,101,0x00,0x00
3.614014120000000,101,0x00,0x00
3.614045320000000,101,0x00,0x00
3.614076560000000,101,0x40,0x00
3.614107760000000,101,0x40,0x00
3.614139000000000,101,0x40,0x00
3.614170200000000,101,0xE0,0x00
3.614201400000000,101,0xB4,0x00
3.614232600000000,101,0x6E,0x00
3.614272920000000,101,0x00,0x00
3.614304160000000,101,0x00,0x00
3.614335360000000,101,0x00,0x00
3.614366600000000,101,0x00,0x00
3.614397800000000,101,0xD0,0x00
3.614429040000000,101,0x92,0x00
3.617770520000000,102,0x07,0x2E
3.617796920000000,102,0x00,0x2E
3.617827040000000,103,0x27,0x2E
3.617853440000000,103,0x2E,0x00
3.617893400000000,104,0x25,0x0E
3.617919280000000,104,0x22,0x00
3.617946040000000,105,0xE1,0x0E
3.617971880000000,105,0x00,0x0E
3.618002200000000,106,0xA0,0x0E
3.618043760000000,106,0x00,0x00
3.618075000000000,106,0x00,0x00
3.618106200000000,106,0x00,0x00
3.618137440000000,106,0x00,0x00
3.618168640000000,106,0x40,0x00
3.618199840000000,106,0x40,0x00
3.618231080000000,106,0x40,0x00
3.618271400000000,106,0xE0,0x00
3.618302600000000,106,0xB4,0x00
3.618333800000000,106,0x6E,0x00
3.618365040000000,106,0x00,0x00
3.618396240000000,106,0x00,0x00
3.618427440000000,106,0x00,0x00
3.618458640000000,106,0x00,0x00
3.618489880000000,106,0xD0,0x00
3.618530160000000,106,0x92,0x00
3.621671120000000,107,0x07,0x2E
3.621697520000000,107,0x00,0x2E
3.621727640000000,108,0x27,0x2E
3.621763160000000,108,0x2E,0x00
3.621801680000000,109,0x25,0x0E
3.621827560000000,109,0x22,0x00
3.621854320000000,110,0xE1,0x0E
3.621880160000000,110,0x00,0x0E
3.621910520000000,111,0xA0,0x0E
3.621942960000000,111,0x00,0x00
3.621974200000000,111,0x00,0x00
3.622014520000000,111,0x00,0x00
3.622045760000000,111,0x00,0x00
3.622076960000000,111,0x40,0x00
3.622108160000000,111,0x40,0x00
3.622139400000000,111,0x40,0x00
3.622170600000000,111,0xE0,0x00
3.622201840000000,111,0xB4,0x00
3.622233040000000,111,0x6E,0x00
3.622273360000000,111,0x00,0x00
3.622304560000000,111,0x00,0x00
3.622335800000000,111,0x00,0x00
3.622367000000000,111,0x00,0x00
3.622398200000000,111,0xD0,0x00
3.622429400000000,111,0x92,0x00
3.625648240000000,112,0x07,0x2E
3.625674640000000,112,0x00,0x2E
3.625704760000000,113,0x27,0x2E
3.625731160000000,113,0x2E,0x00
3.625780240000000,114,0x25,0x0E
3.625806080000000,114,0x2E,0x00
3.625832840000000,115,0xE1,0x0E
3.625858720000000,115,0x00,0x0E
3.625889040000000,116,0xA0,0x0E
3.625921520000000,116,0x00,0x00
3.625952760000000,116,0x00,0x00
3.625983960000000,116,0x00,0x00
3.626024280000000,116,0x00,0x00
3.626055520000000,116,0x40,0x00
3.626086760000000,116,0x40,0x00
3.626117960000000,116,0x40,0x00
3.626149160000000,116,0xE0,0x00
3.626180400000000,116,0xB4,0x00
3.626211600000000,116,0x6E,0x00
3.626242840000000,116,0x00,0x00
3.626283160000000,116,0x00,0x00
3.626314400000000,116,0x00,0x00
3.626345600000000,116,0x00,0x00
3.626376800000000,116,0xD0,0x00
3.626408040000000,116,0x92,0x00
3.630656840000000,117,0x27,0x2E
3.630683240000000,117,0x2E,0x00
3.630721760000000,118,0x25,0x0E
3.630747640000000,118,0x2E,0x00
3.630783480000000,119,0xE1,0x0E
3.630809360000000,119,0x00,0x0E
3.630839680000000,120,0xA0,0x0E
3.630872160000000,120,0x00,0x00
3.630903360000000,120,0x00,0x00
3.630934600000000,120,0x00,0x00
3.630965800000000,120,0x00,0x00
3.630997000000000,120,0x40,0x00
3.631037320000000,120,0x40,0x00
3.631068560000000,120,0x40,0x00
3.631099760000000,120,0xE0,0x00
3.631130960000000,120,0xB4,0x00
3.631162200000000,120,0x6E,0x00
3.631193400000000,120,0x00,0x00
3.631224640000000,120,0x00,0x00
3.631264960000000,120,0x00,0x00
3.631296160000000,120,0x00,0x00
3.631327400000000,120,0xD0,0x00
3.631358600000000,120,0x92,0x00
3.633671920000000,121,0x07,0x2E
3.633698320000000,121,0x00,0x2E
3.633728440000000,122,0x27,0x2E
3.633763920000000,122,0x2E,0x00
3.633803880000000,123,0x25,0x0E
3.633829760000000,123,0x36,0x00
3.633856520000000,124,0xE1,0x0E
3.633882360000000,124,0x00,0x0E
3.633912680000000,125,0xA0,0x0E
3.633945160000000,125,0x00,0x00
3.633976360000000,125,0x00,0x00
3.634016680000000,125,0x00,0x00
3.634047880000000,125,0x00,0x00
3.634079080000000,125,0x40,0x00
3.634110320000000,125,0x40,0x00
3.634141520000000,125,0x40,0x00
3.634172720000000,125,0xE0,0x00
3.634203960000000,125,0xB4,0x00
3.634235160000000,125,0x6E,0x00
3.634275480000000,125,0x00,0x00
3.634306680000000,125,0x00,0x00
3.634337880000000,125,0x00,0x00
3.634369080000000,125,0x00,0x00
3.634400320000000,125,0xD0,0x00
3.634431520000000,125,0x92,0x00
3.637662720000000,126,0x07,0x2E
3.637689120000000,126,0x00,0x2E
3.637719280000000,127,0x27,0x2E
3.637745680000000,127,0x2E,0x00
3.637793280000000,128,0x25,0x0E
3.637819160000000,128,0x36,0x00
3.637845920000000,129,0xE1,0x0E
3.637871760000000,129,0x00,0x0E
3.637902080000000,130,0xA0,0x0E
3.637934560000000,130,0x00,0x00
3.637965760000000,130,0x00,0x00
3.637997000000000,130,0x00,0x00
3.638037280000000,130,0x00,0x00
3.638068520000000,130,0x40,0x00
3.638099720000000,130,0x40,0x00
3.638130960000000,130,0x40,0x00
3.638162160000000,130,0xE0,0x00
3.638193360000000,130,0xB4,0x00
3.638224600000000,130,0x6E,0x00
3.638264880000000,130,0x00,0x00
3.638296120000000,130,0x00,0x00
3.638327320000000,130,0x00,0x00
3.638358560000000,130,0x00,0x00
3.638389760000000,130,0xD0,0x00
3.638421000000000,130,0x92,0x00
3.641716560000000,131,0x07,0x2E
3.641742960000000,131,0x00,0x2E
3.641782200000000,132,0x27,0x2E
3.641808600000000,132,0x2E,0x00
3.641848560000000,133,0x25,0x0E
3.641874440000000,133,0x19,0x00
3.641901200000000,134,0xE1,0x0E
3.641927080000000,134,0x00,0x0E
3.641957400000000,135,0xA0,0x0E
3.641989880000000,135,0x00,0x00
3.642030200000000,135,0x00,0x00
3.642061440000000,135,0x00,0x00
3.642092640000000,135,0x00,0x00
3.642123880000000,135,0x40,0x00
3.642155120000000,135,0x40,0x00
3.642186320000000,135,0x40,0x00
3.642217520000000,135,0xE0,0x00
3.642248760000000,135,0xB4,0x00
3.642289080000000,135,0x6E,0x00
3.642320280000000,135,0x00,0x00
3.642351520000000,135,0x00,0x00
3.642382720000000,135,0x00,0x00
3.642413960000000,135,0x00,0x00
3.642445200000000,135,0xD0,0x00
3.642476400000000,135,0x92,0x00
3.645693480000000,136,0x07,0x2E
3.645719880000000,136,0x00,0x2E
3.645750040000000,137,0x27,0x2E
3.645785560000000,137,0x2E,0x00
3.645824080000000,138,0x25,0x0E
3.645849960000000,138,0x19,0x00
3.645876720000000,139,0xE1,0x0E
3.645902560000000,139,0x00,0x0E
3.645932880000000,140,0xA0,0x0E
3.645965360000000,140,0x00,0x00
3.645996600000000,140,0x00,0x00
3.646036920000000,140,0x00,0x00
3.646068160000000,140,0x00,0x00
3.646099360000000,140,0x40,0x00
3.646130600000000,140,0x40,0x00
3.646161840000000,140,0x40,0x00
3.646193040000000,140,0xE0,0x00
3.646224280000000,140,0xB4,0x00
3.646255520000000,140,0x6E,0x00
3.646295840000000,140,0x00,0x00
3.646327080000000,140,0x00,0x00
3.646358280000000,140,0x00,0x00
3.646389520000000,140,0x00,0x00
3.646420760000000,140,0xD0,0x00
3.646452000000000,140,0x92,0x00
3.650622120000000,141,0x27,0x2E
3.650648520000000,141,0x2E,0x00
3.650688480000000,142,0x25,0x0E
3.650714360000000,142,0x21,0x00
3.650741120000000,143,0xE1,0x0E
3.650776080000000,143,0x00,0x0E
3.650806400000000,144,0xA0,0x0E
3.650838880000000,144,0x00,0x00
3.650870080000000,144,0x00,0x00
3.650901320000000,144,0x00,0x00
3.650932520000000,144,0x00,0x00
3.650963760000000,144,0x40,0x00
3.650994960000000,144,0x40,0x00
3.651035280000000,144,0x40,0x00
3.651066520000000,144,0xE0,0x00
3.651097720000000,144,0xB4,0x00
3.651128960000000,144,0x6E,0x00
3.651160200000000,144,0x00,0x00
3.651191400000000,144,0x00,0x00
3.651222640000000,144,0x00,0x00
3.651253880000000,144,0x00,0x00
3.651294200000000,144,0xD0,0x00
3.651325400000000,144,0x92,0x00
3.653729400000000,145,0x07,0x2E
3.653755800000000,145,0x00,0x2E
3.653795080000000,146,0x27,0x2E
3.653821480000000,146,0x2E,0x00
3.653860000000000,147,0x25,0x0E
3.653885880000000,147,0x21,0x00
3.653912640000000,148,0xE1,0x0E
3.653938480000000,148,0x00,0x0E
3.653968800000000,149,0xA0,0x0E
3.654001280000000,149,0x00,0x00
3.654041600000000,149,0x00,0x00
3.654072800000000,149,0x00,0x00
3.654104040000000,149,0x00,0x00
3.654135280000000,149,0x40,0x00
3.654166480000000,149,0x40,0x00
3.654197720000000,149,0x40,0x00
3.654228920000000,149,0xE0,0x00
3.654269240000000,149,0xB4,0x00
3.654300480000000,149,0x6E,0x00
3.654331680000000,149,0x00,0x00
3.654362920000000,149,0x00,0x00
3.654394120000000,149,0x00,0x00
3.654425320000000,149,0x00,0x00
3.654456560000000,149,0xD0,0x00
3.654487760000000,149,0x92,0x00
3.657667240000000,150,0x07,0x2E
3.657693640000000,150,0x00,0x2E
3.657723800000000,151,0x27,0x2E
3.657750240000000,151,0x2E,0x00
3.657799280000000,152,0x25,0x0E
3.657825160000000,152,0x29,0x00
3.657851920000000,153,0xE1,0x0E
3.657877800000000,153,0x00,0x0E
3.657908160000000,154,0xA0,0x0E
3.657940600000000,154,0x00,0x00
3.657971840000000,154,0x00,0x00
3.658003080000000,154,0x00,0x00
3.658043400000000,154,0x00,0x00
3.658074640000000,154,0x40,0x00
3.658105840000000,154,0x40,0x00
3.658137080000000,154,0x40,0x00
3.658168320000000,154,0xE0,0x00
3.658199560000000,154,0xB4,0x00
3.658230760000000,154,0x6E,0x00
3.658271080000000,154,0x00,0x00
3.658302320000000,154,0x00,0x00
3.658333560000000,154,0x00,0x00
3.658364760000000,154,0x00,0x00
3.658396000000000,154,0xD0,0x00
3.658427240000000,154,0x92,0x00
3.661653360000000,155,0x07,0x2E
3.661679760000000,155,0x00,0x2E
3.661709920000000,156,0x27,0x2E
3.661736320000000,156,0x2E,0x00
3.661783960000000,157,0x25,0x0E
3.661809840000000,157,0x29,0x00
3.661836600000000,158,0xE1,0x0E
3.661862480000000,158,0x00,0x0E
3.661892800000000,159,0xA0,0x0E
3.661925240000000,159,0x00,0x00
3.661956480000000,159,0x00,0x00
3.661987720000000,159,0x00,0x00
3.662028000000000,159,0x00,0x00
3.662059240000000,159,0x40,0x00
3.662090480000000,159,0x40,0x00
3.662121680000000,159,0x40,0x00
3.662152920000000,159,0xE0,0x00
3.662184160000000,159,0xB4,0x00
3.662215400000000,159,0x6E,0x00
3.662246600000000,159,0x00,0x00
3.662286960000000,159,0x00,0x00
3.662318160000000,159,0x00,0x00
3.662349400000000,159,0x00,0x00
3.662380600000000,159,0xD0,0x00
3.662411840000000,159,0x92,0x00
3.665696200000000,160,0x07,0x2E
3.665722600000000,160,0x00,0x2E
