time, ID, MOSI, MISO
5.014142000000000,1781,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
5.017968280000000,1782,0x07|0x00,0x2E|0x2E
5.018034280000000,1783,0x27|0x2E,0x2E|0x00
5.018100680000000,1784,0x25|0x24,0x0E|0x00
5.018153280000000,1785,0xE1|0x00,0x0E|0x0E
5.018209480000000,1786,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
5.021937600000000,1787,0x07|0x00,0x2E|0x2E
5.021994160000000,1788,0x27|0x2E,0x2E|0x00
5.022068560000000,1789,0x25|0x24,0x0E|0x00
5.022121160000000,1790,0xE1|0x00,0x0E|0x0E
5.022177360000000,1791,0xA0|0x00|0x00|0x00|0x00|0x40|0x40|0x40|0xE0|0xB4|0x6E|0x00|0x00|0x00|0x00|0xD0|0x92,0x0E|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00|0x00
5.025929280000000,1792,0x07|0x00,0x2E|0x2E
5.025985840000000,1793,0x27|0x2E,0x2E|0x00
5.026061640000000,1794,0x25|0x22,0x0E|0x00
5.026114240000000,1795,0xE1|0x00,0x0E|0x0E
